6.148806263479261736e-01,3.670609585938851005e-01,8.641133339477734543e-01,9.741784322927514728e-01
6.268084559515750831e-01,9.335314962344095635e-01,4.616451000770478430e-01,8.102674309120238005e-01
2.752880431995674559e-02,3.879218393815171417e-01,4.623759103168118001e-01,4.882382699985422514e-01
2.001933561841203746e-01,3.068593059684565638e-01,8.919156749159462549e-01,6.043858383490943176e-01
2.504435804599300930e-01,1.133641998305202625e-01,8.071759748861684347e-02,7.308109624741143673e-02
7.642358369022206332e-01,8.913483217995079588e-01,7.668705675401890076e-01,1.555445991898142255e-01
9.832556709667766848e-01,6.015013812074030408e-01,1.047233168648358248e-01,3.342725490664941734e-01
5.178411318248959949e-01,7.450831262317728632e-01,6.493605159077709965e-01,7.803606438757870745e-01
2.535129680789716122e-02,5.747252608103502469e-01,5.848709399344558246e-01,1.427677832195328733e-01
7.375835709849672961e-01,2.505574294302650440e-01,4.023087164184810938e-01,4.482102899878548374e-02
8.684478294804816034e-01,2.628469451440059723e-01,5.631347085565896471e-03,3.543234138875167583e-01
6.762230511157264479e-01,5.556645656866081584e-01,7.246681687167537689e-01,6.260284867974467149e-01
5.592466461592500160e-01,7.396662461897802743e-01,5.462893098265994007e-01,7.373009158793053519e-01
2.473228302461253358e-01,3.110192200436106003e-01,8.372102669114122042e-01,4.724367020637276759e-03
4.250993828018165832e-01,6.314093027659081203e-01,3.284361741039065752e-01,4.767871067956841458e-01
1.429786175554219607e-01,2.850847698624108251e-01,2.500511941330161303e-01,7.510212463276377814e-02
5.654586991143339958e-02,5.484843153631103752e-01,9.797183508822595588e-01,1.018150103427287734e-01
8.242696039493080384e-01,8.263739889565102636e-01,7.117786165342425697e-01,2.571380549121694559e-01
3.387488544704911897e-01,9.528996579461233019e-01,8.876753533614993863e-01,7.595355087899076096e-01
7.640771821738626679e-01,4.377798806721693303e-01,6.806668499965782271e-01,8.886991285715195588e-02
3.640963644790110587e-01,7.567315139961198200e-01,9.926637154315842704e-01,5.078493865000719421e-01
2.234391847020968935e-01,3.446166481334236309e-01,1.721341455453089253e-01,3.483754952664898097e-01
9.175161384918761875e-01,3.811085627098080852e-01,1.730549744258200739e-01,3.874681483182504937e-01
5.126085406570313197e-02,7.458814653485478230e-01,6.789985067425472476e-01,7.938535907478999620e-01
6.078048438328141900e-01,9.739014065192126424e-01,3.427041215826939213e-01,1.547978573921869883e-01
1.326283578683784548e-02,1.197722744186632271e-01,8.188901066189241407e-01,6.090382411169702470e-01
9.251326607306813443e-01,6.409482482442562246e-01,3.688384955910393170e-01,7.634681696534029172e-01
2.284847548450348320e-01,6.920192889660572444e-01,2.903961543379111054e-01,3.650684434090125663e-01
5.121823968484114920e-01,8.083058112575840504e-01,8.168122789737620737e-01,1.773534151567777162e-01
9.283254623353975887e-01,4.277730431054671545e-01,5.526112663820297310e-01,4.244009871668369405e-01
5.443022700905101319e-01,2.198136781948369922e-01,2.405327723927995764e-01,5.812525554825169749e-01
9.523390224198851062e-01,9.770059497305018104e-01,4.998162164448467504e-01,8.371692204887158928e-01
5.294713598170028845e-01,1.336958052555461407e-01,8.826222667366346863e-01,5.147407266355583655e-01
2.106632835849000518e-01,7.362940112848781471e-01,7.657601533271668481e-01,8.181607534986500285e-01
1.639923574432341491e-01,6.456431854065032283e-01,4.383554253147070590e-03,5.719087962253424084e-01
9.077530968390061794e-01,4.228398205872035964e-01,4.113443129333098636e-01,1.833213793379179224e-01
8.296419420669809419e-01,6.297422793526150642e-01,9.633808954835528793e-01,6.829701416008912007e-01
1.699479136328632123e-01,4.515722396040621200e-01,3.319107973297784620e-01,8.810163207195257362e-01
2.176963891213726798e-01,8.511199764563884829e-01,6.976166558371230675e-01,9.374781037952676366e-01
5.099800789557045189e-01,7.250499491948669828e-02,4.222620737023056181e-01,8.594344736449521793e-01
7.307284434500648240e-01,6.222078890846380883e-01,8.230523250708345895e-01,4.730037965672053701e-01
4.294710246524278130e-01,5.131058737250913104e-01,1.910453982220395863e-01,9.288705167476029034e-01
8.759614042493044650e-01,1.447017459477015766e-01,8.388759055983918689e-01,1.654296315713480459e-01
5.179017709092449406e-01,5.753122939887165277e-01,3.216455360554471010e-01,6.824402889031088160e-01
9.686129810350667668e-01,7.370228443331510171e-01,7.863914645205445364e-01,8.036924436158748852e-01
4.274963126117296008e-01,2.477677144663563702e-01,7.361899030475991257e-01,4.602301901392719108e-01
8.103660873672907661e-01,3.711557770419458002e-01,4.177019934460792783e-01,2.370387836905291090e-01
3.148022873438127700e-01,8.399391125188692131e-01,8.534396811637650071e-01,6.553284740078910708e-01
5.911003605515450232e-01,2.604569190982138904e-01,4.383476328044084713e-01,2.441249818344384259e-01
4.079397908636225312e-01,2.746628725503792445e-01,4.612764351044726929e-01,9.525874206695091884e-01
5.833470147626147462e-01,8.851424500457956146e-01,3.632544372136768951e-01,5.156740030220589022e-01
5.359178343445502035e-01,3.279477037402405148e-01,6.894385694435872791e-01,9.837283219163694969e-01
8.906568474027151128e-01,2.212585424073051366e-01,2.396317289178562238e-01,4.330943396899610276e-01
